"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","ENG","Name_en","X","ID"
"9756",3,19,1,2,1,5,"US",2,3,3,3,2,3,3,3,4,2,2,3,3,2,4,2,2,3,3,3,2,2,4,4,3,4,3,3,4,4,4,1,2,2,3,2,2,3,2,2,2,3,3,4,2,3,2,2,3,2,"ENG","United States of America",9756,"9756"
"9757",6,16,1,1,1,1,"US",3,4,2,4,5,4,2,5,5,4,3,3,3,4,4,4,4,5,2,4,1,2,3,1,3,1,3,2,3,4,4,3,4,3,3,2,4,3,3,4,4,4,3,3,5,3,4,4,4,3,"ENG","United States of America",9757,"9757"
"9758",3,17,1,2,2,1,"GB",4,4,3,4,4,5,5,3,4,1,4,3,2,1,5,1,1,1,1,1,4,4,3,4,4,1,5,4,1,3,1,2,4,2,1,1,4,1,2,2,5,4,4,4,5,5,5,5,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",9758,"9758"
"9759",13,19,1,2,1,1,"US",3,4,5,1,5,4,5,1,1,4,4,5,3,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,1,5,1,3,1,4,4,2,5,4,5,5,5,5,5,5,4,5,5,"ENG","United States of America",9759,"9759"
"9760",13,22,2,2,1,2,"US",4,4,4,2,4,4,4,2,2,2,2,4,3,3,2,3,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,2,5,4,5,3,4,3,4,5,3,4,3,4,4,3,4,2,4,4,"ENG","United States of America",9760,"9760"
"9761",3,25,1,1,1,2,"US",2,2,4,2,4,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,4,3,4,3,3,2,3,2,4,2,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,"ENG","United States of America",9761,"9761"
"9762",3,15,1,1,1,1,"GB",1,2,1,1,1,1,1,1,5,1,5,5,5,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,1,5,"ENG","United Kingdom of Great Britain and Northern Ireland",9762,"9762"
"9763",3,17,1,2,1,2,"US",2,3,2,3,3,5,2,1,1,1,1,2,1,2,4,1,4,3,3,5,2,4,3,3,3,2,4,5,2,2,5,3,3,4,4,2,3,5,3,4,3,4,3,3,4,5,4,2,2,4,"ENG","United States of America",9763,"9763"
"9764",3,17,1,1,1,2,"US",4,5,5,4,5,5,5,3,5,5,2,3,1,2,3,4,4,5,4,3,2,4,4,3,2,3,5,4,4,4,1,3,4,3,2,3,3,3,3,3,4,5,4,4,5,5,5,3,1,5,"ENG","United States of America",9764,"9764"
"9765",3,18,1,2,1,2,"US",1,1,1,1,1,2,1,1,1,1,2,2,2,2,4,2,2,3,3,2,2,4,2,3,3,4,3,4,4,3,2,3,4,2,1,3,3,3,3,4,4,5,4,5,3,4,4,4,5,4,"ENG","United States of America",9765,"9765"
"9766",3,17,1,2,1,2,"US",5,5,5,3,5,5,5,5,5,5,1,1,1,3,1,1,1,1,1,5,1,3,1,5,5,4,3,3,5,5,2,1,3,1,1,3,3,3,1,3,1,1,5,1,5,5,3,1,5,5,"ENG","United States of America",9766,"9766"
"9767",3,16,1,2,1,2,"US",3,3,4,3,5,4,4,1,3,3,2,4,2,3,2,3,4,3,2,4,2,4,5,4,5,4,4,4,4,3,4,4,4,3,2,4,4,3,4,3,3,4,4,3,4,4,4,3,2,4,"ENG","United States of America",9767,"9767"
"9768",1,17,1,2,1,2,"US",5,5,5,5,5,5,5,5,5,1,4,3,3,2,1,5,5,5,1,4,2,4,1,3,4,3,5,3,4,3,3,1,5,1,1,1,5,5,5,4,2,1,4,5,5,5,4,4,5,5,"ENG","United States of America",9768,"9768"
"9769",5,17,1,2,1,2,"US",3,4,3,4,4,5,3,4,3,4,3,3,3,2,3,4,3,3,3,4,3,3,3,4,4,3,5,4,3,3,3,4,3,4,2,4,2,3,2,3,2,4,3,2,2,3,3,1,3,2,"ENG","United States of America",9769,"9769"
"9770",13,40,1,2,1,2,"US",4,4,3,3,5,5,5,2,2,4,3,2,2,2,4,3,2,3,3,2,5,5,4,5,5,3,5,2,5,4,2,3,5,4,2,5,5,3,3,3,1,4,4,2,4,5,3,1,5,5,"ENG","United States of America",9770,"9770"
"9771",3,17,1,1,1,2,"US",3,3,4,3,3,2,3,3,3,2,4,4,2,2,4,4,4,4,3,4,4,4,3,3,4,3,4,3,3,3,3,5,3,4,3,4,3,3,4,3,2,3,4,3,4,4,3,2,4,4,"ENG","United States of America",9771,"9771"
"9772",3,18,1,2,1,2,"US",5,5,5,5,5,5,5,5,5,5,1,2,1,3,5,3,3,3,4,5,5,5,4,5,5,5,5,5,5,5,2,1,3,2,2,2,3,4,3,5,4,4,3,4,5,3,5,4,4,5,"ENG","United States of America",9772,"9772"
"9773",3,188,1,2,1,2,"US",1,3,3,2,4,4,2,2,2,2,2,4,1,3,3,3,4,3,3,3,5,5,4,5,5,4,5,4,5,3,3,1,4,3,1,1,3,3,4,4,5,4,4,5,5,2,2,5,5,4,"ENG","United States of America",9773,"9773"
"9774",13,34,1,2,1,1,"US",2,3,2,1,2,3,1,1,1,1,3,4,3,3,3,4,3,4,4,3,5,3,5,5,3,5,3,5,5,5,3,4,5,4,2,2,5,3,3,4,3,4,3,4,3,5,4,3,3,4,"ENG","United States of America",9774,"9774"
"9775",3,19,1,1,3,2,"US",3,3,4,3,4,4,4,3,4,3,2,3,1,2,3,3,3,2,3,3,5,5,3,4,4,4,4,4,5,4,4,3,4,3,2,3,3,4,3,4,4,4,5,4,4,4,4,4,5,5,"ENG","United States of America",9775,"9775"
"9776",13,35,1,2,1,1,"US",5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,4,5,4,3,5,5,"ENG","United States of America",9776,"9776"
"9777",3,45,1,2,1,2,"US",1,1,3,1,2,2,1,1,1,1,3,4,4,4,4,4,4,4,3,4,3,2,4,3,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,3,5,5,2,4,3,4,5,3,4,2,"ENG","United States of America",9777,"9777"
"9778",3,20,1,1,1,1,"US",3,5,5,4,5,4,5,3,5,4,3,5,1,2,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,2,5,5,4,3,5,5,5,5,3,3,4,5,3,5,5,2,3,5,5,"ENG","United States of America",9778,"9778"
"9779",3,18,1,2,1,5,"US",3,5,3,3,5,5,4,5,2,3,2,2,3,2,3,3,3,4,3,4,5,5,4,5,5,3,5,3,5,3,3,3,5,3,4,3,5,5,4,5,3,5,5,4,3,4,3,3,5,3,"ENG","United States of America",9779,"9779"
"9780",3,19,1,1,1,5,"US",5,5,5,5,5,4,5,3,5,5,4,4,2,3,4,4,4,4,5,4,5,5,3,5,5,4,5,5,5,5,2,2,3,3,2,1,2,4,2,2,4,5,5,5,4,4,5,4,4,4,"ENG","United States of America",9780,"9780"
"9781",13,35,1,2,1,1,"US",5,4,5,5,5,5,5,3,5,5,2,4,2,2,2,1,5,5,2,5,5,5,3,5,5,5,5,5,5,5,3,2,4,5,3,3,4,3,3,3,3,4,4,3,5,5,4,1,5,5,"ENG","United States of America",9781,"9781"
"9782",3,24,1,2,1,2,"US",1,2,2,2,2,2,1,2,2,1,3,3,2,3,4,3,3,3,3,3,4,3,4,5,4,3,4,3,4,4,4,4,5,4,5,4,5,4,4,4,5,4,5,4,4,5,4,4,3,2,"ENG","United States of America",9782,"9782"
"9783",3,24,1,1,1,1,"CA",2,5,4,3,3,5,2,1,2,1,2,4,1,1,3,2,4,4,3,3,2,4,1,4,4,3,5,5,5,2,3,2,4,4,1,1,4,2,2,5,5,5,5,5,5,5,5,5,5,5,"ENG","Canada",9783,"9783"
"9784",3,34,1,1,1,1,"US",1,1,3,1,2,3,2,1,1,1,5,5,5,2,4,4,4,5,4,4,5,3,5,5,2,4,3,3,4,5,3,4,5,5,1,4,2,3,2,4,4,5,5,5,4,5,5,4,4,4,"ENG","United States of America",9784,"9784"
"9785",3,24,1,1,1,1,"GB",3,3,4,3,4,3,3,2,2,4,2,3,2,2,1,4,1,2,2,2,2,4,1,3,2,2,3,2,3,3,5,4,5,4,5,5,5,4,5,3,4,4,5,4,4,4,4,3,4,4,"ENG","United Kingdom of Great Britain and Northern Ireland",9785,"9785"
"9786",11,23,2,2,1,1,"AU",1,4,4,1,3,5,3,3,2,1,2,4,2,3,2,2,2,2,2,2,4,2,2,4,4,3,4,4,4,3,2,2,3,2,1,4,2,4,3,3,4,3,3,3,3,4,4,3,5,3,"ENG","Australia",9786,"9786"
"9787",6,31,1,2,1,2,"US",3,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,5,4,4,3,4,3,4,4,3,3,4,2,3,5,2,4,4,3,3,3,5,5,4,4,5,5,5,5,5,5,"ENG","United States of America",9787,"9787"
"9788",3,42,1,2,1,1,"US",2,4,5,3,4,5,2,2,2,2,3,4,2,3,4,4,4,4,4,3,5,4,5,5,4,5,4,4,4,4,4,2,5,5,3,3,5,3,4,4,5,4,3,4,5,4,5,4,4,3,"ENG","United States of America",9788,"9788"
"9789",3,18,1,1,1,5,"CA",1,2,2,1,1,2,1,1,1,1,4,4,3,4,4,4,3,2,3,2,4,3,3,4,2,5,2,4,3,1,3,5,3,1,3,1,5,5,3,3,3,1,2,3,3,1,1,3,1,1,"ENG","Canada",9789,"9789"
"9790",3,20,1,1,1,1,"US",2,3,2,2,2,4,1,2,3,2,2,4,3,3,3,4,3,3,4,2,5,4,5,5,4,4,4,4,4,3,3,1,3,2,2,2,3,1,2,2,4,5,4,4,4,4,4,4,5,4,"ENG","United States of America",9790,"9790"
"9791",3,19,1,2,1,1,"US",2,1,1,2,4,5,1,4,5,1,1,4,5,1,5,5,1,1,5,3,3,5,2,3,1,3,1,1,5,5,4,1,5,3,1,1,1,1,2,5,5,5,5,5,5,5,3,5,5,5,"ENG","United States of America",9791,"9791"
"9792",13,18,2,2,1,5,"US",1,1,3,2,3,2,1,1,1,1,3,3,2,2,3,4,4,4,4,3,5,4,5,4,5,4,3,4,4,3,3,4,3,4,5,3,4,3,4,3,3,2,3,3,3,3,3,2,4,3,"ENG","United States of America",9792,"9792"
"9793",3,21,2,1,1,1,"CA",3,4,3,3,4,4,2,2,4,2,2,2,2,3,2,2,4,4,2,2,4,4,3,4,4,2,4,4,3,2,3,3,4,3,2,3,5,3,4,3,3,3,5,3,4,4,4,1,5,3,"ENG","Canada",9793,"9793"
"9794",3,24,1,1,1,1,"US",5,3,2,4,4,2,2,2,5,1,2,2,2,3,2,4,2,2,2,3,2,5,3,4,4,5,5,5,5,5,4,3,4,2,2,5,5,4,2,2,4,3,4,4,4,5,4,1,5,3,"ENG","United States of America",9794,"9794"
"9795",1,28,1,2,1,1,"US",1,4,5,4,5,4,1,3,1,3,3,5,1,4,2,3,5,4,2,5,5,5,5,5,5,5,5,5,5,3,3,2,5,2,1,5,4,3,5,3,1,2,5,5,4,5,3,1,5,5,"ENG","United States of America",9795,"9795"
"9796",11,36,2,1,1,1,"US",1,5,1,1,2,5,2,1,1,1,1,1,1,1,1,2,3,2,1,1,5,4,1,3,4,3,4,5,1,2,1,4,5,3,1,5,1,5,4,4,4,1,5,2,5,5,1,4,4,4,"ENG","United States of America",9796,"9796"
"9797",3,21,1,2,1,2,"US",2,4,2,2,4,4,2,2,2,2,4,4,4,3,4,4,4,4,2,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,2,5,2,"ENG","United States of America",9797,"9797"
"9798",3,19,1,1,1,1,"GB",2,3,3,2,4,4,1,2,4,1,5,5,4,3,2,5,4,2,4,2,2,4,2,2,2,2,4,1,5,3,5,2,2,2,1,1,1,1,1,4,4,5,4,5,4,4,5,4,4,5,"ENG","United Kingdom of Great Britain and Northern Ireland",9798,"9798"
"9799",12,20,1,2,1,1,"GB",1,5,4,3,1,1,1,5,1,5,3,5,3,2,1,4,5,5,3,3,2,5,5,3,3,3,3,3,1,1,4,5,3,3,1,1,2,3,1,2,1,3,4,3,3,3,3,1,1,3,"ENG","United Kingdom of Great Britain and Northern Ireland",9799,"9799"
"9800",11,24,2,2,1,5,"GB",4,4,5,3,2,3,2,4,5,2,1,1,1,2,2,1,1,1,2,2,5,5,3,5,5,5,4,3,5,4,3,3,3,2,3,2,4,4,4,3,2,4,3,4,3,3,3,1,2,3,"ENG","United Kingdom of Great Britain and Northern Ireland",9800,"9800"
"9801",3,16,1,2,1,2,"US",3,4,3,4,4,5,2,2,2,2,3,1,2,3,4,3,4,4,2,4,4,5,2,4,4,4,4,4,5,3,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,"ENG","United States of America",9801,"9801"
"9802",3,19,1,2,1,2,"US",1,5,4,2,4,4,3,2,2,2,4,4,2,4,4,2,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,2,4,4,1,1,3,3,2,4,2,3,3,2,2,2,4,3,4,2,"ENG","United States of America",9802,"9802"
"9803",13,34,1,2,1,2,"US",1,3,4,1,4,5,2,3,2,4,2,4,1,2,3,3,5,5,4,3,5,5,5,5,5,5,4,4,4,5,4,1,5,4,3,2,3,5,4,5,5,4,5,4,5,5,5,5,5,5,"ENG","United States of America",9803,"9803"
"9804",1,14,1,2,1,1,"US",4,3,4,3,4,4,4,3,4,2,4,3,3,4,3,4,2,2,4,4,5,4,2,4,4,4,4,4,4,4,3,2,4,2,2,2,3,3,3,4,4,5,5,5,4,5,4,4,4,5,"ENG","United States of America",9804,"9804"
"9805",3,64,1,2,2,1,"CA",1,3,3,2,3,2,2,2,2,3,2,4,2,1,3,2,2,2,2,1,5,4,5,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,5,3,"ENG","Canada",9805,"9805"
"9806",3,49,1,1,1,1,"US",4,3,3,3,5,3,4,3,5,1,1,2,1,1,3,2,1,1,1,1,1,4,4,5,5,5,5,5,5,3,3,5,5,3,5,5,3,5,5,5,4,2,4,5,4,5,5,4,5,5,"ENG","United States of America",9806,"9806"
"9807",3,60,1,2,1,1,"US",1,4,3,3,3,4,1,2,2,2,2,1,1,2,3,3,4,4,3,4,5,4,5,4,5,5,5,5,5,3,4,4,4,3,3,3,3,4,4,4,2,3,2,4,3,3,3,1,2,3,"ENG","United States of America",9807,"9807"
"9808",3,24,1,2,1,5,"US",2,2,3,3,3,2,5,1,2,1,4,5,2,2,4,4,4,4,4,3,5,5,4,5,5,4,5,5,4,4,3,2,3,3,2,4,4,3,3,3,4,4,3,4,3,3,4,4,5,3,"ENG","United States of America",9808,"9808"
"9809",3,32,1,2,1,2,"CA",2,4,3,2,4,4,2,4,4,2,4,4,2,2,4,4,4,4,4,4,2,4,4,2,4,3,2,4,2,3,5,5,5,5,4,1,4,4,4,5,5,5,3,5,5,4,5,4,5,4,"ENG","Canada",9809,"9809"
"9810",13,17,1,1,1,1,"US",5,2,2,3,5,2,1,3,5,2,3,5,2,2,2,4,2,5,5,4,2,5,3,2,1,3,3,3,3,5,2,1,5,5,1,5,2,3,1,3,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",9810,"9810"
"9811",11,25,1,1,1,5,"US",2,1,1,1,1,4,1,1,1,1,3,4,2,1,2,4,4,4,4,1,5,3,5,4,3,4,3,3,4,2,3,2,4,4,2,4,3,2,3,3,4,4,5,5,4,5,4,4,5,4,"ENG","United States of America",9811,"9811"
"9812",3,21,1,2,1,1,"US",3,2,3,3,1,2,3,1,2,1,1,4,1,2,1,1,1,1,1,3,4,4,5,4,3,5,4,5,2,4,2,5,5,4,3,5,5,5,5,5,3,1,3,4,2,3,3,2,5,2,"ENG","United States of America",9812,"9812"
"9813",3,23,1,2,1,1,"US",2,5,3,4,5,3,4,3,2,3,1,4,2,1,1,1,1,1,1,2,2,5,4,4,4,4,5,2,2,4,2,1,5,1,1,1,1,2,1,2,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",9813,"9813"
"9814",3,55,1,2,1,1,"US",2,3,4,2,4,3,4,1,2,4,3,4,4,3,4,5,4,4,5,4,5,4,5,5,4,4,5,4,5,5,2,2,4,3,2,2,3,4,1,4,5,4,3,4,4,3,4,5,4,3,"ENG","United States of America",9814,"9814"
"9815",3,47,1,2,1,2,"US",5,4,5,5,5,5,5,3,3,4,3,3,4,3,3,2,1,3,2,4,5,5,3,5,5,4,5,4,5,5,4,3,5,5,4,5,4,4,2,5,5,5,5,4,5,5,5,4,3,5,"ENG","United States of America",9815,"9815"
"9816",3,29,1,1,1,1,"US",1,1,1,1,1,1,1,1,2,1,3,3,2,3,3,3,4,5,1,4,4,1,5,3,2,3,1,3,3,2,2,3,4,4,1,3,3,4,2,2,3,3,3,3,2,3,4,3,3,2,"ENG","United States of America",9816,"9816"
"9817",3,28,1,1,1,1,"US",5,2,4,2,4,4,4,4,4,3,4,2,4,2,4,3,3,4,4,5,4,4,4,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,2,4,3,5,5,4,5,5,4,4,3,5,"ENG","United States of America",9817,"9817"
"9818",10,15,2,2,1,1,"US",2,4,3,3,3,4,2,3,3,3,2,4,3,2,3,4,3,3,2,4,4,3,2,2,4,5,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,4,5,5,5,5,3,4,3,5,"ENG","United States of America",9818,"9818"
"9819",3,18,1,2,1,5,"US",5,5,5,5,5,5,5,5,5,5,3,4,2,2,4,5,2,3,4,4,5,5,4,5,5,5,5,5,5,4,2,1,4,1,1,1,2,2,3,4,5,5,5,5,5,5,5,4,5,5,"ENG","United States of America",9819,"9819"
"9820",12,17,1,2,1,1,"US",1,1,1,3,2,5,2,3,5,1,5,3,5,3,5,1,4,3,1,3,5,5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,5,5,1,5,1,5,5,3,5,1,5,"ENG","United States of America",9820,"9820"
"9821",3,23,1,2,1,2,"US",3,4,3,3,4,5,2,2,3,2,2,3,2,2,4,3,2,2,4,3,5,4,5,5,3,5,4,4,4,5,4,3,3,4,2,4,4,4,4,3,5,5,5,4,5,5,5,5,5,5,"ENG","United States of America",9821,"9821"
"9822",3,21,1,2,1,5,"US",3,4,4,3,4,4,3,2,3,2,3,3,2,4,4,4,4,4,4,4,2,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,3,4,3,3,4,3,4,2,3,4,"ENG","United States of America",9822,"9822"
"9823",1,20,1,2,1,5,"US",2,3,2,3,3,4,3,2,4,2,3,2,2,2,3,2,2,4,3,3,4,4,2,4,3,4,3,4,4,3,3,2,4,3,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,"ENG","United States of America",9823,"9823"
"9824",13,23,1,2,1,2,"US",3,5,4,3,3,5,5,3,3,1,2,3,2,2,3,2,1,2,1,3,5,3,3,4,4,4,3,4,4,3,3,5,4,2,1,1,3,3,2,3,2,3,1,3,3,5,3,1,3,2,"ENG","United States of America",9824,"9824"
"9825",3,48,1,2,1,1,"US",1,4,3,3,4,2,1,4,5,1,4,3,3,2,2,4,3,3,2,2,5,4,3,5,5,4,5,5,5,5,4,1,5,3,2,2,4,5,4,5,5,5,3,5,5,4,5,5,4,3,"ENG","United States of America",9825,"9825"
"9826",3,22,1,2,1,1,"US",4,4,5,5,4,5,4,3,4,4,1,4,3,2,3,2,2,2,2,4,5,5,3,5,5,4,5,4,5,4,3,2,5,2,2,4,3,3,3,3,3,5,4,5,4,5,4,2,4,5,"ENG","United States of America",9826,"9826"
"9827",3,33,1,2,1,5,"GB",2,2,2,2,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,5,4,4,4,4,3,4,4,5,3,3,3,4,2,1,2,4,2,4,3,5,2,5,4,4,5,2,3,5,5,"ENG","United Kingdom of Great Britain and Northern Ireland",9827,"9827"
"9828",13,20,1,2,1,2,"US",1,2,2,1,2,1,1,4,2,1,2,2,1,2,2,1,1,2,2,3,5,4,5,5,5,5,5,5,4,5,1,1,1,2,1,1,2,4,1,1,3,5,5,5,2,4,1,2,5,4,"ENG","United States of America",9828,"9828"
"9829",3,50,1,2,3,2,"US",4,4,4,4,4,5,4,4,4,4,4,4,2,4,3,4,5,5,3,5,5,4,4,4,4,5,4,5,5,5,4,4,4,4,2,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,"ENG","United States of America",9829,"9829"
"9830",3,19,1,2,1,2,"IE",2,5,3,2,2,5,2,2,4,2,2,3,2,4,3,3,4,5,3,4,2,4,5,4,4,4,5,3,3,3,4,5,5,5,5,5,4,4,5,4,4,4,3,4,3,3,3,2,5,3,"ENG","Ireland",9830,"9830"
"9831",5,17,1,2,2,1,"AU",3,2,4,5,5,4,4,4,3,3,3,4,3,1,4,4,4,4,3,4,4,4,5,4,4,5,3,3,4,4,4,3,4,4,3,3,5,3,2,4,4,3,4,4,4,4,5,4,1,5,"ENG","Australia",9831,"9831"
"9832",13,21,1,2,1,2,"US",4,5,5,2,5,5,4,3,2,4,4,5,2,4,2,2,4,5,2,4,5,1,1,3,4,5,4,4,4,5,4,1,4,4,1,3,3,4,3,3,3,3,5,4,4,4,4,2,4,3,"ENG","United States of America",9832,"9832"
"9833",4,31,1,2,1,5,"CA",3,3,4,3,4,4,4,4,4,2,3,4,2,2,4,4,1,1,3,2,4,4,5,4,4,2,4,4,3,5,3,2,5,3,3,4,4,2,2,4,5,5,5,5,4,5,5,4,5,5,"ENG","Canada",9833,"9833"
"9834",1,31,1,2,1,1,"US",2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,3,2,1,5,2,5,5,5,5,1,5,5,3,3,5,5,3,3,1,4,3,3,3,2,3,4,3,2,3,4,4,5,2,"ENG","United States of America",9834,"9834"
"9835",13,17,1,2,1,1,"AU",1,4,3,2,2,2,1,1,1,1,1,2,2,4,2,1,1,1,1,2,4,2,3,3,4,4,3,3,3,3,3,2,3,2,2,2,2,3,3,3,4,3,5,3,3,2,3,3,4,3,"ENG","Australia",9835,"9835"
"9836",3,20,1,2,1,5,"US",3,3,3,3,3,4,2,3,3,3,2,3,3,4,3,5,4,4,5,4,5,4,5,5,3,4,4,3,4,5,4,4,5,5,3,5,5,3,5,4,2,4,3,3,3,5,4,2,3,5,"ENG","United States of America",9836,"9836"
"9837",1,19,1,2,1,5,"US",3,5,3,4,5,4,4,3,3,4,1,1,1,3,1,1,2,2,1,2,4,4,5,5,4,4,4,4,4,3,3,4,2,4,3,2,4,4,4,4,2,3,4,4,4,4,4,2,5,4,"ENG","United States of America",9837,"9837"
"9838",5,1996,1,2,1,2,"US",4,4,5,4,3,5,5,4,4,3,5,4,4,1,3,3,4,5,3,5,5,4,5,3,5,4,3,4,3,5,5,4,3,5,5,3,5,5,5,5,2,4,4,4,1,5,4,1,3,3,"ENG","United States of America",9838,"9838"
"9839",3,19,1,2,1,5,"US",3,5,5,1,5,5,5,3,4,5,1,3,1,2,4,3,4,4,3,5,5,2,5,5,5,5,5,5,5,3,5,3,5,4,4,5,5,4,5,5,4,3,1,3,5,5,3,3,3,5,"ENG","United States of America",9839,"9839"
"9840",3,20,1,2,1,1,"IE",3,5,5,5,4,4,4,3,4,2,1,4,1,3,3,2,3,3,1,4,4,5,5,5,5,4,4,4,4,4,3,2,3,4,3,2,3,3,4,4,2,3,2,3,3,3,3,1,4,3,"ENG","Ireland",9840,"9840"
"9841",3,21,1,2,1,2,"US",1,2,4,2,3,3,2,1,1,1,4,4,2,3,3,3,2,4,5,3,5,5,4,5,5,5,5,4,5,4,5,4,5,5,4,4,4,4,4,4,3,5,4,5,5,4,4,3,1,4,"ENG","United States of America",9841,"9841"
"9842",13,20,1,2,1,2,"US",2,4,2,2,4,4,2,1,1,2,2,4,2,2,2,2,2,2,2,3,2,4,4,3,3,5,4,4,4,4,3,4,4,2,2,2,4,3,2,2,2,3,4,4,3,2,4,2,4,4,"ENG","United States of America",9842,"9842"
"9843",13,19,1,1,1,1,"US",4,4,3,4,5,5,1,3,2,4,4,4,2,4,2,3,2,2,2,3,1,4,2,5,4,3,3,5,5,5,2,3,5,4,2,5,5,3,3,5,3,5,5,5,5,5,5,2,5,5,"ENG","United States of America",9843,"9843"
"9844",3,24,1,2,2,1,"US",2,3,4,3,5,3,3,1,4,4,3,3,2,1,4,4,3,3,3,2,4,4,5,5,5,4,4,5,5,5,4,2,3,3,3,2,5,4,5,4,4,3,3,2,4,4,4,4,5,3,"ENG","United States of America",9844,"9844"
"9845",3,20,1,2,1,1,"IE",4,5,5,5,4,5,4,3,3,4,5,5,4,5,2,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,1,1,2,4,1,1,1,1,1,4,2,4,4,4,4,4,4,2,3,4,"ENG","Ireland",9845,"9845"
"9846",3,16,1,1,1,1,"CA",1,1,1,1,1,1,1,1,1,1,5,5,3,5,5,5,5,5,5,5,1,2,3,1,2,1,1,1,1,1,4,5,5,3,3,5,3,3,4,3,5,4,5,4,5,5,4,3,5,5,"ENG","Canada",9846,"9846"
"9847",3,20,1,2,1,1,"IE",3,4,4,4,4,4,4,2,4,5,5,1,2,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,1,1,3,1,1,5,2,4,4,4,5,4,5,2,5,5,"ENG","Ireland",9847,"9847"
"9848",3,21,1,2,1,5,"US",3,5,5,5,5,5,5,3,5,5,2,5,3,5,2,3,4,4,3,5,5,5,4,5,5,5,5,5,5,5,2,5,5,4,2,4,3,3,4,4,4,3,5,3,5,5,3,3,4,5,"ENG","United States of America",9848,"9848"
"9849",13,19,1,2,1,5,"US",4,4,5,3,5,5,5,4,5,5,1,2,1,3,4,2,3,3,1,3,1,5,1,3,3,1,3,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,"ENG","United States of America",9849,"9849"
"9850",3,17,1,2,1,5,"US",2,4,4,5,4,5,4,3,3,2,3,4,3,2,3,3,2,3,2,3,5,5,4,5,5,3,5,4,5,5,3,3,4,3,1,3,4,3,3,3,4,5,5,5,3,4,4,3,5,4,"ENG","United States of America",9850,"9850"
"9851",3,17,1,1,1,5,"US",1,3,4,1,4,5,1,1,1,1,1,2,1,1,1,4,1,2,3,1,5,5,1,5,5,5,5,5,5,4,4,3,5,4,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"ENG","United States of America",9851,"9851"
"9852",13,20,1,2,1,5,"US",3,3,3,3,3,3,3,3,3,1,4,3,3,2,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,3,4,5,4,3,4,3,3,3,3,3,4,4,4,4,4,5,2,3,4,"ENG","United States of America",9852,"9852"
"9853",3,18,1,2,1,1,"US",2,2,4,2,3,2,2,2,5,2,4,4,4,2,4,5,4,4,5,2,4,4,5,4,5,4,5,5,3,4,4,4,4,5,4,4,5,4,3,4,4,5,4,5,5,4,5,3,4,4,"ENG","United States of America",9853,"9853"
"9854",3,19,1,2,1,5,"US",2,2,3,3,3,4,4,3,2,2,1,2,2,3,4,3,5,4,4,4,5,4,5,3,5,3,5,3,2,3,4,4,4,4,3,4,5,3,5,3,3,4,3,4,4,4,4,2,4,3,"ENG","United States of America",9854,"9854"
